,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
92016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60871,0.0,0.0,0.0,1.0,0.5152949002238554
2842,0.0,0.0,0.0,0.0,0.0,0.0,0.89066,0.0,0.0,0.0,0.0,0.0,0.3443577962801427
45851,0.0,0.75544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5218918591445129
111432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25177,1.0,0.7111667719902361
49621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77799,0.0,0.0,0.0,1.0,0.6058261899615535
113072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89116,1.0,0.698544244569415
98982,0.0,0.0,0.0,0.0,0.0,0.35077,0.0,0.0,0.0,0.0,0.0,1.0,0.9135053164463486
64598,0.0,0.0,0.0,0.0,0.0,0.0,0.83258,0.73347,0.89062,0.0,0.0,1.0,0.08020706656336038
55910,0.0,0.0,0.0,0.0,0.76293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27438712876106425
13557,0.0,0.0,0.0,0.0,0.0,0.0,0.39191,0.80923,0.0,0.0,0.0,1.0,0.6219816675663391
63576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80947,0.0,0.8277663625369504
44241,0.0,0.0,0.75833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78389,1.0,0.8568004281091212
62101,0.0,0.0,0.0,0.0,0.0,0.78918,0.0,0.0,0.0,0.0,0.0,1.0,0.9575066616401494
9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66139,1.0,0.8353779721263714
65271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74922,0.0,0.0,0.0,1.0,0.5834683405374236
26258,0.0,0.0,0.0,0.0,0.0,0.86638,0.0,0.0,0.0,0.0,0.0,1.0,0.959886773315863
111242,0.0,0.0,0.0,0.0,0.0,0.0,0.27837,0.0,0.0,0.0,0.0,1.0,0.5192956774625841
9060,0.0,0.0,0.0,0.0,0.82376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13078402283756999
18077,0.0,0.0,0.0,0.0,0.0,0.0,0.91097,0.0,0.0,0.0,0.0,0.0,0.31205606287898635
40218,0.0,0.0,0.0,0.0,0.0,0.0,0.86599,0.0,0.87399,0.0,0.0,0.0,0.07933084273834881
43266,0.0,0.0,0.0,0.0,0.0,0.91458,0.0,0.0,0.0,0.0,0.0,1.0,0.9569603526758763
99619,0.0,0.0,0.0,0.0,0.0,0.0,0.78482,0.0,0.0,0.0,0.0,1.0,0.4855508506648901
68516,0.0,0.0,0.0,0.0,0.0,0.0,0.56835,0.0,0.70176,0.0,0.0,0.0,0.21911318245904027
4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72057,0.0,1.0,0.7444148139417996
24672,0.0,0.0,0.0,0.0,0.0,0.0,0.86727,0.28609,0.84737,0.0,0.57061,0.0,0.10592317630453585
12031,0.0,0.0,0.0,0.0,0.0,0.0,0.40386,0.86494,0.86535,0.0,0.0,0.0,0.22819456040439298
36055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83104,0.0,0.0,0.0,0.0,0.6222659294624888
21504,0.0,0.0,0.0,0.0,0.0,0.0,0.83814,0.0,0.0,0.63103,0.0,1.0,0.7161734061594275
83378,0.0,0.0,0.0,0.78804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15172370048889194
60053,0.79255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4742040207714489
40557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5366,1.0,0.8347344714828706
96109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40208,1.0,0.8312076550449786
88107,0.0,0.0,0.0,0.0,0.0,0.0,0.25104,0.0,0.54478,0.0,0.0,0.0,0.24882462734146388
44031,0.0,0.0,0.0,0.0,0.0,0.0,0.89794,0.0,0.0,0.0,0.0,0.0,0.3379890200089083
13036,0.0,0.0,0.0,0.0,0.0,0.50386,0.0,0.0,0.0,0.0,0.0,1.0,0.9254123874941919
108935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80634,1.0,0.8277663625369504
97637,0.79215,0.0,0.0,0.0,0.0,0.0,0.0,0.55448,0.0,0.0,0.0,1.0,0.48243741232592935
102364,0.0,0.0,0.0,0.0,0.0,0.74662,0.0,0.0,0.0,0.0,0.0,1.0,0.9561336766089104
67490,0.0,0.0,0.0,0.0,0.0,0.0,0.32615,0.60524,0.0,0.0,0.0,1.0,0.5052948435908485
117072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68445,0.0,0.0,0.0,1.0,0.5444175644153911
106041,0.0,0.80922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5221932104472052
5186,0.86211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479233060019299
22165,0.0,0.0,0.0,0.0,0.0,0.0,0.45185,0.0,0.0,0.0,0.0,0.0,0.5120517517408391
54744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43378,1.0,0.8340979420963411
83083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25436,1.0,0.8214538652856053
116450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43995,1.0,0.8340979420963411
81769,0.0,0.0,0.0,0.81553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15198779992724937
20444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51729,0.0,0.0,0.0,1.0,0.5125040696342038
14136,0.82346,0.0,0.0,0.0,0.0,0.84158,0.0,0.0,0.0,0.0,0.0,1.0,0.9554947122862416
6364,0.78011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49300433657157194
56921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88274,0.85617,0.0,0.0,1.0,0.30846863394366897
67218,0.0,0.0,0.0,0.0,0.0,0.65467,0.0,0.0,0.0,0.0,0.0,1.0,0.9224572269310223
61312,0.0,0.0,0.0,0.0,0.0,0.81969,0.0,0.0,0.0,0.0,0.0,1.0,0.9572728839236754
27682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5861,0.0,0.8347344714828706
18310,0.81438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4715386866646668
46623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87866,1.0,0.7650234808131939
76780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46569,0.0,0.0,0.0,0.0,0.5143271185710239
39797,0.0,0.0,0.0,0.0,0.0,0.0,0.62587,0.0,0.0,0.0,0.0,0.0,0.4877389645891781
40388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79642,0.0,0.0,0.58013,1.0,0.6935574563015389
117526,0.0,0.0,0.0,0.0,0.0,0.0,0.76038,0.0,0.0,0.0,0.0,0.0,0.49483208932729633
29974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76623,0.0,0.58515,0.0,1.0,0.6417109893237704
5348,0.0,0.79519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5208171348212236
66550,0.0,0.0,0.0,0.0,0.0,0.9036,0.0,0.0,0.0,0.0,0.0,1.0,0.9599804577113119
22347,0.0,0.78133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5215681314288103
52821,0.0,0.0,0.0,0.0,0.0,0.0,0.86354,0.0,0.0,0.0,0.0,0.0,0.3551212847221148
6978,0.0,0.0,0.0,0.0,0.0,0.0,0.78846,0.0,0.0,0.0,0.0,0.0,0.4908229904751054
41468,0.0,0.81351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488025124848614
74703,0.0,0.0,0.87197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808885433815312
39346,0.0,0.0,0.0,0.0,0.0,0.0,0.86395,0.0,0.0,0.0,0.0,0.0,0.3551212847221148
19719,0.0,0.0,0.0,0.0,0.0,0.82393,0.51257,0.0,0.0,0.0,0.0,1.0,0.937713892918043
41443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50237,1.0,0.8347344714828706
39933,0.82685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715386866646668
84470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29428,0.0,0.0,0.0,0.0,0.5044715373324576
71877,0.0,0.0,0.0,0.0,0.0,0.90668,0.0,0.0,0.0,0.0,0.0,1.0,0.9596773353356763
38263,0.0,0.0,0.0,0.0,0.0,0.87126,0.0,0.0,0.0,0.0,0.0,1.0,0.959886773315863
70133,0.0,0.0,0.0,0.0,0.0,0.0,0.79998,0.0,0.0,0.0,0.0,0.0,0.4129260734787481
