,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,y_test,y_pred
85537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23467,0.0,0.0,0.0,0.0,0.0,0.71896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84123,0.0,0.0,0.56375,0.0,0.0,0.0,0.0,0.0,1.0
50835,0.0,0.0,0.0,0.77219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
82709,0.0,0.0,0.0,0.0,0.0,0.92076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2874,0.0,0.0,0.0,0.0,0.0,0.35433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
78345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61996,0.81175,0.0,0.0,0.61786,0.0,0.0,0.0,1.0,0.6
57401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84685,0.0,0.0,0.0,0.0,1.0,0.9
8166,0.0,0.76102,0.0,0.0,0.0,0.0,0.0,0.0,0.86234,0.73102,0.73102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83356,0.79618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
41702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70917,0.27002,0.0,0.33597,0.0,0.0,0.0,0.0,1.0
12870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27232,0.3026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
95885,0.0,0.0,0.0,0.0,0.0,0.78046,0.0,0.0,0.5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
54734,0.0,0.0,0.0,0.84196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83746,0.0,0.0,0.0,0.0,0.0,1.0
14403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81824,0.0,0.0,0.0,0.0,1.0
82962,0.0,0.0,0.0,0.0,0.0,0.50365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28790,0.0,0.0,0.76579,0.0,0.0,0.0,0.0,0.61941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
67856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43664,0.47307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
43999,0.0,0.0,0.0,0.0,0.0,0.0,0.72805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88381,0.85704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73389,0.8946,0.0,0.47139,0.0,0.0,0.0,1.0,0.0
