,Bedroom,Dinning,Livingroom,Bathroom,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
102258,0.0,0.0,0.0,0.0,0.0,0.75637,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42502,1.0,1.0
89631,0.0,0.81164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
108857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56859,0.0,0.0,0.8216,1.0,0.4
47728,0.0,0.0,0.0,0.0,0.38632,0.0,0.0,0.0,0.0,0.74225,0.0,0.0,0.4
51027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51092,1.0,1.0
115654,0.0,0.0,0.0,0.0,0.76866,0.0,0.0,0.49321,0.0,0.0,0.0,0.0,0.2
107374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81823,1.0,0.395
62616,0.0,0.0,0.0,0.0,0.81301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47111,0.78471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
33464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31632,1.0,0.7
89053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61781,1.0,0.9
62149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33806,0.0,0.0,0.8
93820,0.0,0.0,0.0,0.0,0.0,0.0,0.69977,0.0,0.93369,0.0,0.0,0.0,0.0
46446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79431,0.0,0.0,0.0,0.0,0.1
102849,0.78722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
3292,0.0,0.0,0.0,0.0,0.0,0.0,0.91502,0.0,0.0,0.0,0.0,0.0,0.3
114538,0.0,0.0,0.0,0.0,0.62244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111635,0.0,0.0,0.0,0.0,0.0,0.0,0.56682,0.42367,0.0,0.0,0.0,1.0,0.4
87854,0.0,0.0,0.0,0.0,0.0,0.0,0.67847,0.0,0.0,0.80555,0.0,0.0,0.6
104850,0.0,0.75946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42524,0.0,0.0,0.0,0.0,0.0,0.0,0.88408,0.0,0.0,0.0,0.0,0.0,0.0
58321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90608,1.0,0.8
36156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89141,0.75385,0.0,0.0,0.0,0.1
15291,0.0,0.0,0.0,0.0,0.0,0.0,0.41278,0.68424,0.0,0.0,0.0,1.0,0.5
71121,0.78506,0.0,0.0,0.0,0.76483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
23189,0.0,0.0,0.0,0.0,0.0,0.0,0.8331,0.0,0.0,0.0,0.0,0.0,0.6
101601,0.0,0.0,0.0,0.0,0.71269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52343,0.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
76248,0.0,0.0,0.0,0.0,0.0,0.85913,0.0,0.0,0.0,0.0,0.0,1.0,1.0
92850,0.0,0.0,0.0,0.80953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80370,0.0,0.0,0.0,0.0,0.73279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92516,0.0,0.75443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125
21834,0.82609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
89865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193,1.0,1.0
47856,0.93446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
94427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79803,0.0,1.0,0.2
109652,0.0,0.0,0.0,0.0,0.0,0.9226,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58881,0.0,0.0,0.0,0.0,0.0,0.0,0.89679,0.0,0.0,0.0,0.0,0.0,0.1
112569,0.0,0.0,0.0,0.0,0.0,0.0,0.76728,0.0,0.0,0.0,0.0,0.0,1.0
89509,0.0,0.0,0.0,0.0,0.73251,0.0,0.31095,0.36819,0.74115,0.0,0.0,0.0,0.1
86190,0.0,0.76841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
56509,0.0,0.0,0.0,0.0,0.0,0.9228,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7160,0.0,0.0,0.0,0.0,0.78598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9304,0.0,1.0,0.8
60599,0.0,0.0,0.0,0.0,0.0,0.85944,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58953,0.8899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
7613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91859,0.0,1.0,1.0
94005,0.0,0.0,0.0,0.0,0.87089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75065,0.93269,0.0,0.0,0.0,0.7
37679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25368,1.0,1.0
28510,0.0,0.77172,0.0,0.0,0.0,0.64029,0.0,0.0,0.0,0.0,0.0,1.0,0.7
26000,0.0,0.0,0.0,0.0,0.0,0.64633,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103539,0.0,0.0,0.0,0.0,0.0,0.0,0.70693,0.0,0.0,0.84618,0.0,1.0,0.6
40375,0.0,0.0,0.0,0.0,0.0,0.0,0.401,0.0,0.0,0.0,0.0,1.0,0.4
100636,0.0,0.0,0.0,0.0,0.51674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
8672,0.0,0.0,0.0,0.0,0.77028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
88977,0.0,0.0,0.0,0.82231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43222,0.0,1.0,0.4
98766,0.83079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
94458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73944,1.0,0.3
67221,0.0,0.76084,0.0,0.0,0.0,0.0,0.70564,0.84077,0.0,0.0,0.0,1.0,0.6
52318,0.0,0.0,0.81997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
107185,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22144,0.0,0.0,0.0,0.79522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
31428,0.0,0.0,0.0,0.85039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30263,0.0,0.0,0.0,0.0,0.49891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4860,0.77764,0.0,0.0,0.0,0.0,0.75084,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68399,0.0,1.0,1.0
61675,0.0,0.0,0.0,0.0,0.0,0.91096,0.0,0.0,0.0,0.0,0.0,1.0,1.0
108285,0.0,0.0,0.0,0.0,0.88237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
92986,0.0,0.0,0.0,0.0,0.46188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86642,0.0,1.0,0.5
101574,0.0,0.0,0.0,0.0,0.87806,0.0,0.37374,0.0,0.0,0.0,0.0,0.0,0.5
81898,0.0,0.0,0.0,0.0,0.0,0.0,0.90798,0.0,0.0,0.0,0.0,0.0,0.3
29419,0.0,0.81997,0.0,0.0,0.0,0.0,0.0,0.6831,0.0,0.0,0.0,1.0,0.3
79084,0.0,0.0,0.0,0.79249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53654,0.0,0.0,0.0,0.0,0.0,0.85978,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16161,0.0,0.80009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42195,0.0,0.0,0.0,0.0,0.0,0.0,0.70649,0.0,0.0,0.0,0.0,0.0,0.7
60424,0.0,0.0,0.0,0.78936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110743,0.0,0.0,0.75653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
77745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35433,1.0,1.0
99560,0.0,0.0,0.0,0.0,0.91159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
