,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,skateboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
13515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57495,0.0,0.87325,0.0,0.65241,0.0,0.0,0.0,0.0,0.0,0.0,0.14348522853957635
82683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93502,0.86144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176501442433779
109206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71919,0.0,0.0,0.0,1.0,0.8689111841993453
35901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51493,0.0,0.0,0.71574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6565125777114776
66440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5815834596883395
93873,0.0,0.0,0.0,0.0,0.0,0.0,0.69181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9993288590604028
25107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82096,0.47443,0.0,0.0,0.0,0.0,0.83692,0.0,0.0,0.0,1.0,0.5441447279757452
117314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57617,0.54383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526481640809721
50718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5815834596883395
45611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409146623680556
60669,0.0,0.82986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5464727330440292
55846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042860248263944
50695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4374860662415926
3460,0.0,0.0,0.0,0.0,0.0,0.71351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06920952565943331
87304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19881786172742916
54118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5105247079539664
40345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29419,0.0,0.0,0.5409146623680556
55495,0.0,0.0,0.0,0.0,0.0,0.79891,0.0,0.0,0.0,0.0,0.63801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027225513547271162
