,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,chair,couch,potted plant,bed,dining table,y_test,y_pred
8028,0.0,0.0,0.0,0.0,0.0,0.87229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45988,0.89044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
25904,0.79444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22729,0.0,0.0,0.0,0.76809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333334
39171,0.0,0.0,0.0,0.0,0.0,0.0,0.80146,0.68156,0.0,0.0,0.0,1.0,0.4
6173,0.0,0.0,0.78528,0.0,0.0,0.0,0.81711,0.0,0.0,0.8799,0.0,1.0,1.0
55292,0.0,0.0,0.0,0.0,0.0,0.0,0.84815,0.0,0.0,0.0,0.0,0.0,0.0
15890,0.87934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5050,0.0,0.0,0.0,0.77131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46406,1.0,1.0
47270,0.0,0.0,0.0,0.0,0.0,0.0,0.54397,0.0,0.0,0.0,0.0,0.0,0.4
83806,0.0,0.0,0.0,0.78819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285
110607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88065,0.0,0.0,0.55081,1.0,0.8
82099,0.0,0.0,0.0,0.0,0.0,0.0,0.26209,0.8278,0.0,0.0,0.0,0.0,0.4
16461,0.0,0.0,0.0,0.0,0.0,0.0,0.65648,0.0,0.0,0.0,0.0,0.0,0.0
88036,0.0,0.0,0.0,0.0,0.0,0.0,0.90025,0.0,0.0,0.0,0.0,1.0,0.0
68338,0.0,0.76809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
63830,0.0,0.75338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
19019,0.0,0.0,0.0,0.0,0.84969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
37584,0.0,0.0,0.0,0.0,0.0,0.59976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99731,0.0,0.0,0.0,0.0,0.0,0.33286,0.0,0.0,0.0,0.0,0.0,0.0,0.1
88202,0.80551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
4492,0.0,0.0,0.0,0.8206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58525,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.0,0.0,0.0,0.0,1.0,0.1
64098,0.0,0.0,0.0,0.78547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42889,0.0,0.0,0.0,0.0,0.0,0.0,0.2818,0.0,0.0,0.0,0.0,0.0,0.2
86878,0.0,0.0,0.0,0.0,0.0,0.0,0.77203,0.0,0.0,0.80201,0.0,0.0,0.9
702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88034,0.34867,0.0,0.0,0.0,0.5
66253,0.0,0.75064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
78028,0.0,0.0,0.0,0.0,0.0,0.0,0.63528,0.0,0.0,0.0,0.0,0.0,0.6
9423,0.76775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
54669,0.0,0.0,0.85539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83975,1.0,1.0
15877,0.0,0.0,0.0,0.80553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
40613,0.0,0.0,0.0,0.0,0.0,0.26517,0.0,0.0,0.0,0.0,0.0,0.0,0.4
33520,0.0,0.0,0.81098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52948,0.0,0.0,0.0,0.0,0.7
68013,0.0,0.0,0.0,0.0,0.0,0.41302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109306,0.78576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
77322,0.76127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
77828,0.0,0.0,0.0,0.0,0.0,0.0,0.57157,0.0,0.0,0.0,0.0,0.0,0.7
17384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6094,1.0,0.8
101796,0.0,0.0,0.0,0.86804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118169,0.0,0.0,0.0,0.0,0.0,0.65918,0.0,0.0,0.0,0.81399,0.0,0.0,0.2
84465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48021,0.0,0.0,0.9
51466,0.0,0.0,0.0,0.0,0.0,0.80131,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32534,0.75608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4916666666666667
99625,0.0,0.0,0.0,0.0,0.0,0.0,0.86868,0.0,0.0,0.0,0.0,0.0,0.5
113030,0.0,0.0,0.0,0.0,0.0,0.76631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80735,0.0,0.0,0.0,1.0,0.9
15451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82028,1.0,1.0
19955,0.0,0.75301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64666,0.0,0.7731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38333333333333336
57010,0.77278,0.0,0.0,0.77278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
116867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60326,0.0,1.0,1.0
107140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25246,0.0,0.0,0.0,0.0,0.4
101792,0.0,0.0,0.0,0.0,0.0,0.60008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77765,0.0,1.0,1.0
59952,0.0,0.0,0.0,0.0,0.0,0.85951,0.0,0.0,0.0,0.0,0.0,0.0,0.6
87276,0.76995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
6234,0.0,0.0,0.0,0.0,0.0,0.0,0.92166,0.0,0.0,0.0,0.0,0.0,0.3
65459,0.0,0.0,0.0,0.0,0.0,0.0,0.88897,0.0,0.0,0.0,0.0,0.0,0.8
37906,0.0,0.0,0.0,0.8181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
61777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61532,0.0,0.0,0.0,0.0,0.4
