,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,skateboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
39565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404347507237649
19638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5404347507237649
57014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5404347507237649
7678,0.0,0.0,0.0,0.0,0.0,0.47927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10250051583807414
81618,0.0,0.0,0.0,0.0,0.0,0.35145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07634349116755204
62075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2511529865350476
287,0.0,0.0,0.0,0.0,0.0,0.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11703980885855056
99798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404347507237649
29741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404347507237649
66813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88955,0.0,0.0,0.0,1.0,0.7323359846398529
91413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25351,0.0,0.0,0.5404347507237649
22002,0.0,0.0,0.0,0.77036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11997580709218245
112843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404347507237649
30387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5404347507237649
78854,0.0,0.0,0.0,0.77075,0.0,0.0,0.0,0.69639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024250931550201624
98881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6082531475925541
35817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61904,0.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078936107413181
59138,0.0,0.0,0.0,0.0,0.0,0.88771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495562849696365
102474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404347507237649
6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35376,0.0,0.0,0.57869,0.0,0.0,0.0,0.0,1.0,0.3572662264651211
73699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5112988807484738
49713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5404347507237649
79161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5404347507237649
