,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,skateboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
53057,0.0,0.83948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5381664262114415
2444,0.0,0.0,0.0,0.0,0.0,0.31741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981982798662357
41433,0.0,0.76562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5381664262114415
117196,0.0,0.0,0.0,0.0,0.0,0.80444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07081775933884313
70686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85303,0.0,0.86118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6394240741110069
25567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4885612239905586
24234,0.0,0.0,0.0,0.0,0.0,0.79651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25891896605318854
74784,0.80118,0.0,0.0,0.0,0.0,0.44007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24286700570824804
65217,0.0,0.0,0.0,0.0,0.0,0.0,0.92294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43440,0.0,0.0,0.0,0.80429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12697920716915545
56716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7195382533403389
24784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41471,0.0,0.0,0.82056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7339501219380076
48339,0.0,0.76723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5381664262114415
84200,0.0,0.80493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381664262114415
46252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7981,0.0,0.0,0.0,0.0,0.8652330255794991
53700,0.0,0.0,0.0,0.0,0.0,0.0,0.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9940279162769544
108862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90725,0.0,0.0,0.0,1.0,0.886337133499605
14592,0.0,0.0,0.0,0.0,0.0,0.0,0.87166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9972615421678077
76780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6638446752181414
111614,0.0,0.0,0.0,0.0,0.0,0.69783,0.0,0.0,0.0,0.45976,0.0,0.86487,0.0,0.0,0.0,0.0,0.0,0.0,0.038287964944340794
13477,0.0,0.0,0.0,0.0,0.0,0.85961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08058646091974027
75593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5657247905943824
74132,0.0,0.0,0.0,0.0,0.0,0.0,0.90279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9984608399049206
49151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4885612239905586
3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003362109348487
42768,0.0,0.0,0.0,0.0,0.0,0.0,0.37724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9949343339587242
98799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90784,0.0,0.0,0.13187197859091865
39645,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381664262114415
45523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260246715911586
21880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52127573558739
94130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59082,0.0,0.0,0.0,0.0,1.0,0.8346369409880685
60599,0.0,0.0,0.0,0.0,0.0,0.0,0.85944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9943978047239925
7746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83541,0.0,0.0,0.0,1.0,0.8919988712304935
74136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4885612239905586
57554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52127573558739
105551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32118,0.0,0.0,0.0,0.32118,0.0,0.0,0.0,0.0,0.0,0.0,0.3285988971960355
48534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31125752577568094
15775,0.0,0.0,0.77287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358122766384634
49892,0.0,0.0,0.78007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358122766384634
26753,0.0,0.0,0.0,0.0,0.0,0.48862,0.0,0.0,0.0,0.90041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1375
13818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4885612239905586
102153,0.0,0.0,0.0,0.0,0.0,0.3146,0.0,0.25799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981982798662357
8550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52127573558739
29220,0.0,0.0,0.0,0.0,0.0,0.44556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09025301326713
50826,0.0,0.0,0.79832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358122766384634
3304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41133,0.93555,0.0,0.0,0.14387167147144053
100739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6260246715911586
13545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61296,0.0,0.0,0.0,1.0,0.871090899881688
81291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166,0.0,0.0,0.13964975636869642
