,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,skateboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
8627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678848845018219
32674,0.0,0.0,0.0,0.0,0.0,0.0,0.71796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9988833746898264
47382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77969,0.0,0.84161,0.0,0.0,0.0,0.0,0.0,1.0,0.048694314908905315
115703,0.0,0.0,0.0,0.0,0.0,0.8569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713615451525596
101883,0.0,0.0,0.0,0.0,0.0,0.38684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10163084848426392
35166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003,0.0,0.0,0.0,0.0,0.38051,0.0,0.0,0.0,0.0,1.0,0.6154264554612635
16474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54956,0.0,1.0,0.3711089525480706
78658,0.0,0.84616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5449762123862336
84745,0.0,0.0,0.0,0.77264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12115274665470617
105779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29278,0.0,1.0,0.5243707388219971
76143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77661,0.0,0.0,0.87474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344459483195408
77694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5449762123862336
20217,0.0,0.0,0.0,0.0,0.0,0.83054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141581122458499
87501,0.0,0.0,0.0,0.0,0.0,0.0,0.90687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9991596638655462
20627,0.0,0.0,0.0,0.0,0.0,0.48387,0.0,0.0,0.0,0.0,0.70939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08823896653761054
78886,0.0,0.0,0.0,0.79546,0.0,0.7823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08275016770735392
73865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83793,0.0,0.0,0.30745616871627485
31576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115360316648401
105362,0.86554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5362720404635419
33863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260052243437382
33078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24132673370423102
34705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82026,0.0,0.0,0.0,0.0,0.8496515736857745
96915,0.0,0.0,0.0,0.0,0.0,0.0,0.85852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9977811327026689
73060,0.0,0.0,0.0,0.0,0.0,0.0,0.72175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9988833746898264
58536,0.0,0.0,0.0,0.0,0.0,0.0,0.91238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9991596638655462
92758,0.0,0.0,0.0,0.88441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61743,0.0,0.0,0.0,0.0,0.8805391751845019
1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90351,0.0,0.0,0.24182967260549337
14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70042,0.0,0.0,0.0,0.0,0.0,0.0,0.42619587212522025
43654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973225967751467
66375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7496520393574079
91401,0.0,0.0,0.0,0.0,0.0,0.5503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10167868176145525
41271,0.0,0.0,0.0,0.0,0.0,0.48588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10883842265389673
20675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79935,0.0,0.0,0.0,1.0,0.8496515736857745
5196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5449762123862336
58163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5115360316648401
55319,0.0,0.0,0.0,0.0,0.0,0.0,0.77217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9935113508803026
