,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y_pred
33401,0.0,0.0,0.0,0.0,0.0,0.60841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35345,0.0,0.0,0.0,0.0,0.76079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73483,0.0,0.0,0.1
102387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39164,0.0,0.0,0.4
7740,0.0,0.0,0.0,0.0,0.0,0.0,0.85095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47049,0.65618,0.0,0.0,0.0,0.0,0.67722,0.0,0.0,0.0,1.0,0.8
97148,0.0,0.0,0.0,0.0,0.0,0.72473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
51679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
67355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44756,0.59394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
101767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40799,0.0,0.0,0.0,0.91962,0.0,0.0,0.0,0.0,0.0,0.0,0.1
7359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56527,0.0,0.0,0.0,1.0,1.0
32552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
105539,0.0,0.0,0.0,0.0,0.0,0.43602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
80097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89451,0.90951,0.0,0.89451,0.0,0.0,0.0,0.0,0.1
66459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35073,0.83367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
17934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73388,0.77714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
115538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31707,0.0,0.0,0.0,1.0,1.0
98568,0.0,0.78618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
7007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76195,0.0,0.0,0.0,0.0,0.0,0.6318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26025,0.0,0.7944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10145,0.0,0.0,0.0,0.88037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9709,0.0,0.0,0.0,0.0,0.0,0.76181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
62898,0.89411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25720,0.0,0.0,0.0,0.0,0.0,0.69048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52673,0.0,0.0,0.78597,0.0,0.0,0.0,0.0,0.29658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
39528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
101736,0.0,0.75065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
